SN,year,month,shipping,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
C6,2012,6,85156.0,0.0%,0.0%,0.0011743153741368782%,0.0023486307482737563%,0.0023486307482737563%,0.005871576870684391%,0.007045892244821269%,0.01291746911550566%,0.016440415237916294%,0.021137676734463807%,0.030532199727558832%,0.03170651510169571%,0.03170651510169571%,0.034055145849969465%,0.036403776598243225%,0.04110103809479074%,0.042275353468927614%,0.04462398421720137%,0.04579829959133825%,0.04579829959133825%,0.046972614965475126%,0.0540185072102964%,0.057541453332707035%,0.057541453332707035%,0.057541453332707035%,0.059890084080980795%,0.059890084080980795%,0.061064399455117664%,0.06223871482925454%,0.06223871482925454%,0.06223871482925454%,0.06223871482925454%,0.06223871482925454%,0.06223871482925454%,0.06223871482925454%,0.06223871482925454%
C7,2012,7,52067.0,0.0%,0.0%,0.0%,0.0%,0.007682409203526226%,0.013444216106170895%,0.023047227610578678%,0.03265023911498646%,0.05569746672556514%,0.08066529663702537%,0.09218891044231471%,0.09603011504407782%,0.09795071734495937%,0.1017919219467225%,0.11139493345113027%,0.11139493345113027%,0.11715674035377495%,0.12675975185818272%,0.1286803541590643%,0.13444216106170895%,0.1402039679643536%,0.14404517256611674%,0.14596577486699827%,0.14596577486699827%,0.1498069794687614%,0.1498069794687614%,0.15364818407052452%,0.1555687863714061%,0.1555687863714061%,0.15748938867228762%,0.15748938867228762%,0.15940999097316919%,0.15940999097316919%,0.15940999097316919%,0.15940999097316919%,0.15940999097316919%
C8,2012,8,75396.0,0.0%,0.0%,0.0%,0.0013263303093002281%,0.0013263303093002281%,0.0053053212372009126%,0.009284312165101597%,0.02254761525810388%,0.026526606186004564%,0.03448458804180593%,0.03448458804180593%,0.03581091835110616%,0.03846357896970662%,0.03846357896970662%,0.039789909279006844%,0.043768900206907525%,0.04509523051620776%,0.05305321237200913%,0.05570587299060958%,0.05570587299060958%,0.05703220329990981%,0.05835853360921004%,0.05968486391851026%,0.05968486391851026%,0.06101119422781049%,0.06101119422781049%,0.06366385484641096%,0.06499018515571117%,0.06499018515571117%,0.06499018515571117%,0.06499018515571117%,0.06499018515571117%,0.06499018515571117%,0.06764284577431164%,0.06764284577431164%,0.06764284577431164%
C9,2012,9,59823.0,0.0%,0.0%,0.0%,0.0033431957608277755%,0.0033431957608277755%,0.0033431957608277755%,0.013372783043311102%,0.020059174564966652%,0.020059174564966652%,0.02173077244538054%,0.023402370325794425%,0.025073968206208313%,0.026745566086622204%,0.026745566086622204%,0.026745566086622204%,0.03510355548869164%,0.03844675124951942%,0.03844675124951942%,0.03844675124951942%,0.04346154489076108%,0.045133142771174965%,0.045133142771174965%,0.045133142771174965%,0.045133142771174965%,0.045133142771174965%,0.045133142771174965%,0.045133142771174965%,0.045133142771174965%,0.045133142771174965%,0.045133142771174965%,0.045133142771174965%,0.045133142771174965%,0.045133142771174965%,0.045133142771174965%,0.045133142771174965%,0.045133142771174965%
CA,2012,10,68590.0,0.0%,0.0%,0.0%,0.0%,0.0014579384749963552%,0.0014579384749963552%,0.004373815424989065%,0.005831753899985421%,0.010205569324974486%,0.010205569324974486%,0.010205569324974486%,0.011663507799970841%,0.011663507799970841%,0.013121446274967197%,0.013121446274967197%,0.01457938474996355%,0.016037323224959908%,0.01749526169995626%,0.020411138649948972%,0.02186907712494533%,0.023327015599941683%,0.023327015599941683%,0.023327015599941683%,0.023327015599941683%,0.023327015599941683%,0.024784954074938036%,0.024784954074938036%,0.024784954074938036%,0.026242892549934393%,0.026242892549934393%,0.026242892549934393%,0.026242892549934393%,0.026242892549934393%,0.026242892549934393%,0.026242892549934393%,0.026242892549934393%
CB,2012,11,65380.0,0.0%,0.0%,0.0015295197308045274%,0.0015295197308045274%,0.0030590394616090547%,0.010706638115631691%,0.013765677577240747%,0.015295197308045275%,0.0168247170388498%,0.0168247170388498%,0.01835423676965433%,0.019883756500458854%,0.021413276231263382%,0.024472315692872438%,0.02600183542367697%,0.02906087488528602%,0.03059039461609055%,0.0336494340776996%,0.0336494340776996%,0.0336494340776996%,0.0336494340776996%,0.0336494340776996%,0.03670847353930866%,0.03823799327011319%,0.03823799327011319%,0.03823799327011319%,0.03976751300091771%,0.03976751300091771%,0.04129703273172224%,0.04129703273172224%,0.04129703273172224%,0.04129703273172224%,0.04129703273172224%,0.04129703273172224%,0.04129703273172224%,0.04129703273172224%
CC,2012,12,57423.0,0.0%,0.0%,0.0017414624801908643%,0.005224387440572593%,0.008707312400954322%,0.012190237361336051%,0.012190237361336051%,0.012190237361336051%,0.01567316232171778%,0.017414624801908644%,0.017414624801908644%,0.019156087282099506%,0.019156087282099506%,0.019156087282099506%,0.022639012242481233%,0.02786339968305383%,0.029604862163244695%,0.029604862163244695%,0.03134632464343556%,0.03482924960381729%,0.03482924960381729%,0.036570712084008146%,0.036570712084008146%,0.036570712084008146%,0.036570712084008146%,0.036570712084008146%,0.03831217456419901%,0.03831217456419901%,0.040053637044389884%,0.040053637044389884%,0.040053637044389884%,0.040053637044389884%,0.040053637044389884%,0.040053637044389884%,0.040053637044389884%,0.040053637044389884%
D1,2013,1,73885.0,0.0%,0.0%,0.004060364079312445%,0.013534546931041485%,0.018948365703458078%,0.021655275089666373%,0.023008729782770524%,0.024362184475874668%,0.02706909386208297%,0.02706909386208297%,0.02977600324829126%,0.02977600324829126%,0.03383636732760371%,0.03383636732760371%,0.035189822020707855%,0.03654327671381201%,0.03654327671381201%,0.037896731406916156%,0.0419570954862286%,0.043310550179332746%,0.044664004872436894%,0.04601745956554105%,0.047370914258645196%,0.047370914258645196%,0.047370914258645196%,0.047370914258645196%,0.048724368951749336%,0.048724368951749336%,0.05007782364485349%,0.05007782364485349%,0.05007782364485349%,0.05007782364485349%,0.05143127833795763%,0.05143127833795763%,0.05143127833795763%,0.05143127833795763%
D2,2013,2,59745.0,0.0%,0.0%,0.0%,0.005021340697966357%,0.00669512093062181%,0.008368901163277261%,0.011716461628588167%,0.015064022093899072%,0.015064022093899072%,0.016737802326554523%,0.016737802326554523%,0.018411582559209976%,0.02175914302452088%,0.023432923257176334%,0.02678048372248724%,0.030128044187798145%,0.030128044187798145%,0.030128044187798145%,0.030128044187798145%,0.031801824420453595%,0.033475604653109045%,0.0351493848857645%,0.03682316511841995%,0.0384969453510754%,0.0384969453510754%,0.0384969453510754%,0.0384969453510754%,0.0384969453510754%,0.0384969453510754%,0.0384969453510754%,0.0384969453510754%,0.04017072558373085%,0.04184450581638631%,0.04351828604904176%,0.04351828604904176%,0.04351828604904176%
D3,2013,3,54551.0,0.0%,0.0%,0.0018331469633920553%,0.005499440890176166%,0.007332587853568221%,0.012832028743744384%,0.012832028743744384%,0.016498322670528497%,0.021997763560704663%,0.02566405748748877%,0.031163498377664935%,0.0366629392678411%,0.038496086231233156%,0.04032923319462521%,0.04032923319462521%,0.04399552712140933%,0.045828674084801374%,0.045828674084801374%,0.047661821048193435%,0.047661821048193435%,0.047661821048193435%,0.047661821048193435%,0.05132811497497754%,0.0531612619383696%,0.0531612619383696%,0.0531612619383696%,0.0531612619383696%,0.0531612619383696%,0.0531612619383696%,0.0531612619383696%,0.0531612619383696%,0.0531612619383696%,0.05499440890176165%,0.05499440890176165%,0.05499440890176165%,0.05499440890176165%
